",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"OTU197,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Faecalibacterium"",NA"
"OTU198,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",NA,NA"
"OTU199,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU200,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Listeriaceae"",""Listeria"",NA"
"OTU201,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU202,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Dorea"",NA"
"OTU203,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU204,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Sutterella"",NA"
"OTU205,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcus_2"",NA"
"OTU206,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU207,""Bacteria"",""Fusobacteria"",""Fusobacteriia"",""Fusobacteriales"",""Fusobacteriaceae"",""Fusobacterium"",NA"
"OTU208,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",""massiliensis"""
"OTU209,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Faecalibacterium"",""prausnitzii"""
"OTU210,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU211,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Listeriaceae"",""Listeria"",NA"
"OTU212,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU213,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospiraceae_ND3007_group"",NA"
"OTU214,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU215,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Faecalibacterium"",NA"
"OTU216,""Bacteria"",""Firmicutes"",""Negativicutes"",""Selenomonadales"",""Acidaminococcaceae"",""Succiniclasticum"",NA"
"OTU217,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-002"",""bacterium"""
"OTU218,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Coprococcus_1"",""catus"""
"OTU219,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospira"",NA"
"OTU220,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Oscillospira"",NA"
"OTU221,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU222,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU223,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU224,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Romboutsia"",NA"
"OTU225,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Curvibacter"",""gracilis"""
"OTU226,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Moryella"",NA"
"OTU227,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU228,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Sutterella"",NA"
"OTU229,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_1"",NA"
"OTU230,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",""caccae"""
"OTU231,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU232,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU233,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospira"",""pectinoschiza"""
"OTU234,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU235,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU236,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",""massiliensis"""
"OTU237,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",""faecis"""
"OTU238,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Aerococcaceae"",""Facklamia"",""hominis"""
"OTU239,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Eubacteriaceae"",""Eubacterium"",NA"
"OTU240,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Coriobacteriales_Incertae_Sedis"",""Raoultibacter"",""massiliensis"""
"OTU241,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",""Eggerthella"",""lenta"""
"OTU242,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU243,""Bacteria"",""Firmicutes"",""Negativicutes"",""Selenomonadales"",""Veillonellaceae"",""Dialister"",NA"
"OTU244,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU245,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU246,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU247,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-002"",NA"
"OTU248,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU249,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Flavonifractor"",""plautii"""
"OTU250,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU251,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU252,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",NA"
"OTU253,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU254,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU255,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Agathobacter"",NA"
"OTU256,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_1"",NA"
"OTU257,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Marvinbryantia"",NA"
"OTU258,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU259,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Fusicatenibacter"",""saccharivorans"""
"OTU260,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Bacillaceae"",""Bacillus"",NA"
"OTU261,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospiraceae_ND3007_group"",NA"
"OTU262,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU263,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",""thetaiotaomicron"""
"OTU264,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Anaerostipes"",""hadrus"""
"OTU265,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-014"",NA"
"OTU266,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU267,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Erysipelotrichaceae_UCG-003"",NA"
"OTU268,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-003"",NA"
"OTU269,""Bacteria"",""Firmicutes"",""Bacilli"",""Lactobacillales"",""Streptococcaceae"",""Streptococcus"",NA"
"OTU270,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU271,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Hungatella"",NA"
"OTU272,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU273,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU274,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospira"",NA"
"OTU275,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Intestinibacter"",""bartlettii"""
"OTU276,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotellaceae_NK3B31_group"",NA"
"OTU277,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU278,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Flavonifractor"",NA"
"OTU279,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Escherichia/Shigella"",NA"
"OTU280,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU281,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU282,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Desulfovibrionales"",""Desulfovibrionaceae"",""Desulfovibrio"",NA"
"OTU283,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU284,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Rikenellaceae"",""Alistipes"",NA"
"OTU285,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-002"",NA"
"OTU286,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Solobacterium"",""moorei"""
"OTU287,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU288,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU289,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU290,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Eggerthellaceae"",""Slackia"",""isoflavoniconvertens"""
"OTU291,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU292,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU293,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Hungatella"",NA"
"OTU294,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-005"",NA"
"OTU295,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Dorea"",""formicigenerans"""
"OTU296,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Bifidobacterium"",NA"
"OTU297,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Oscillibacter"",NA"
"OTU298,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Family_XIII"",""Family_XIII_UCG-001"",NA"
"OTU299,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Bifidobacterium"",NA"
"OTU300,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminiclostridium_9"",NA"
"OTU301,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Coprococcus_3"",NA"
"OTU302,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU303,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU304,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_1"",""paraputrificum"""
"OTU305,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU306,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU307,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU308,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Rikenellaceae"",""Alistipes"",""putredinis"""
"OTU309,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Romboutsia"",NA"
"OTU310,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU311,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-002"",NA"
"OTU312,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU313,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Flavonifractor"",""plautii"""
"OTU314,""Bacteria"",""Synergistetes"",""Synergistia"",""Synergistales"",""Synergistaceae"",""Pyramidobacter"",NA"
"OTU315,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Barnesiellaceae"",""Barnesiella"",NA"
"OTU316,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Bifidobacteriales"",""Bifidobacteriaceae"",""Bifidobacterium"",NA"
"OTU317,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-004"",NA"
"OTU318,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU319,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU320,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU321,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospiraceae_NK4A136_group"",NA"
"OTU322,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU323,""Bacteria"",""Proteobacteria"",""Deltaproteobacteria"",""Desulfovibrionales"",""Desulfovibrionaceae"",""Bilophila"",""wadsworthia"""
"OTU324,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",""massiliensis"""
"OTU325,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",NA"
"OTU326,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU327,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Moryella"",NA"
"OTU328,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospira"",NA"
"OTU329,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU330,""Bacteria"",""Firmicutes"",""Negativicutes"",""Selenomonadales"",""Veillonellaceae"",""Dialister"",""pneumosintes"""
"OTU331,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU332,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Family_XIII"",""Family_XIII_AD3011_group"",NA"
"OTU333,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",NA"
"OTU334,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Sutterella"",""wadsworthensis"""
"OTU335,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""GCA-900066755"",NA"
"OTU336,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU337,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU338,""Bacteria"",""Firmicutes"",""Bacilli"",""Bacillales"",""Listeriaceae"",""Listeria"",NA"
"OTU339,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU340,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU341,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",NA"
"OTU342,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Tannerellaceae"",""Parabacteroides"",""distasonis"""
"OTU343,""Bacteria"",""Proteobacteria"",""Alphaproteobacteria"",""Rhodospirillales"",NA,NA,NA"
"OTU344,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Subdoligranulum"",NA"
"OTU345,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Christensenellaceae"",""Christensenellaceae_R-7_group"",NA"
"OTU346,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Peptostreptococcus"",NA"
"OTU347,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU348,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Sutterella"",NA"
"OTU349,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU350,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU351,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Clostridiaceae_1"",""Clostridium_sensu_stricto_1"",NA"
"OTU352,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Sutterella"",NA"
"OTU353,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Eisenbergiella"",NA"
"OTU354,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU355,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcus_2"",NA"
"OTU356,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Subdoligranulum"",NA"
"OTU357,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Agathobacter"",NA"
"OTU358,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU359,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospira"",NA"
"OTU360,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Subdoligranulum"",NA"
"OTU361,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnoclostridium"",NA"
"OTU362,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Lachnospira"",NA"
"OTU363,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Christensenellaceae"",""Christensenellaceae_R-7_group"",NA"
"OTU364,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU365,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Hydrogenoanaerobacterium"",NA"
"OTU366,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",NA"
"OTU367,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",NA,NA"
"OTU368,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Muribaculaceae"",NA,NA"
"OTU369,""Bacteria"",""Actinobacteria"",""Coriobacteriia"",""Coriobacteriales"",""Atopobiaceae"",""Olsenella"",NA"
"OTU370,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Dorea"",NA"
"OTU371,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Peptostreptococcaceae"",""Paraclostridium"",NA"
"OTU372,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Blautia"",""faecis"""
"OTU373,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",NA,NA"
"OTU374,""Bacteria"",""Firmicutes"",""Erysipelotrichia"",""Erysipelotrichales"",""Erysipelotrichaceae"",""Erysipelotrichaceae_UCG-003"",NA"
"OTU375,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Escherichia/Shigella"",""coli"""
"OTU376,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Betaproteobacteriales"",""Burkholderiaceae"",""Sutterella"",NA"
"OTU377,""Bacteria"",""Proteobacteria"",""Gammaproteobacteria"",""Enterobacteriales"",""Enterobacteriaceae"",""Salmonella"",NA"
"OTU378,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Prevotellaceae"",""Prevotella_9"",NA"
"OTU379,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Lachnospiraceae"",""Coprococcus_1"",""catus"""
"OTU380,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-005"",NA"
"OTU381,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Ruminococcaceae_UCG-013"",NA"
"OTU382,""Bacteria"",""Actinobacteria"",""Actinobacteria"",""Actinomycetales"",""Actinomycetaceae"",""Actinomyces"",""turicensis"""
"OTU383,""Bacteria"",""Bacteroidetes"",""Bacteroidia"",""Bacteroidales"",""Bacteroidaceae"",""Bacteroides"",""caccae"""
"OTU384,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Family_XI"",""Murdochiella"",NA"
"OTU385,""Bacteria"",""Firmicutes"",""Clostridia"",""Clostridiales"",""Ruminococcaceae"",""Subdoligranulum"",NA"
